name,mean,stddev
async_generators,0.33008761851815505,0.008153291280161784
async_tree_none,0.27907830361121644,0.010483918498920119
async_tree_cpu_io_mixed,0.44219168978743256,0.013741122638819358
async_tree_cpu_io_mixed_tg,0.42887417202970635,0.03912685086468014
async_tree_eager,0.0853665851832678,0.0020390235322260745
async_tree_eager_cpu_io_mixed,0.30678589900101844,0.009060651824196986
async_tree_eager_cpu_io_mixed_tg,0.27502506986105196,0.005332750232374452
async_tree_eager_io,0.705440997541882,0.040115606571146024
async_tree_eager_io_tg,0.6805123041500337,0.05823688872000593
async_tree_eager_memoization,0.19308248720675086,0.014082990291827139
async_tree_eager_memoization_tg,0.15700418145473424,0.0106492058764884
async_tree_eager_tg,0.05739881022406432,0.002323946076735217
async_tree_io,0.6465502729639411,0.036673250586330405
async_tree_io_tg,0.6240065109062319,0.03689072103627952
async_tree_memoization,0.34576428517854463,0.03958351187161766
async_tree_memoization_tg,0.3548554945077437,0.01634996863586064
async_tree_none_tg,0.25274490712520975,0.026554019792562243
asyncio_tcp,0.23131330126974112,0.017608695078581448
asyncio_tcp_ssl,0.6939170852807971,0.016571062751809855
asyncio_websockets,0.35340821257171534,0.009303366517794396
chameleon,0.004954693841743089,0.00017896300292002514
chaos,0.04575322300661355,0.000981999841618448
comprehensions,1.1383982204430747e-05,2.0047097327718637e-07
bench_mp_pool,0.008164089919349256,0.001453023046796116
bench_thread_pool,0.0008221113884246733,9.692554680758203e-05
coroutines,0.016301643973080596,0.001207250333710807
coverage,0.0630313937998532,0.001435548388833531
crypto_pyaes,0.04430692542518955,0.0016947936298372475
dask,0.2244299720119064,0.016450192366964017
deepcopy,0.00025210161622150434,4.779911299692764e-06
deepcopy_reduce,2.4896478744077893e-06,6.135652925104571e-08
deepcopy_memo,2.3344767456971263e-05,1.1534660897532352e-06
deltablue,0.0026395438331140515,0.00014561083178295687
django_template,0.028628212008819296,0.0019428640636229854
docutils,1.768210578050154,0.10280134985852574
dulwich_log,0.03338290428024872,0.0013850254788818964
fannkuch,0.2567814048573685,0.006557833364066464
float,0.06030396192800254,0.0015647847878005317
create_gc_cycles,0.000799328247315619,2.0172244628915746e-05
gc_traversal,0.0024840634968616845,9.552294156582859e-05
generators,0.019630194565009636,0.0010700903668880578
genshi_text,0.018860803803545424,0.0010076218964445616
genshi_xml,0.040863197312379876,0.0008009145692526832
go,0.09564005247472475,0.002510651367080973
hexiom,0.00426420050074133,0.0003528238875558963
html5lib,0.038157120073447,0.00283055454924567
json_dumps,0.007182313957067284,0.00011232495493099683
json_loads,1.5282593508724555e-05,5.639698658801674e-07
logging_format,4.633538869522151e-06,1.2761138577217322e-07
logging_silent,7.168197224682871e-08,2.4469351742719726e-09
logging_simple,4.32654475957861e-06,1.8323620371164858e-07
mako,0.00623232640803811,0.00016743629929092708
mdp,1.92556777819215,0.09943741056453172
meteor_contest,0.0659738556734131,0.0016237071324969928
nbody,0.07159323271674414,0.007638639322910244
nqueens,0.06786287839640863,0.002131936772107171
pathlib,0.014363017058349215,0.0006724628280476171
pickle,6.748287610397104e-06,3.4573564810410836e-07
pickle_dict,1.6328742140861626e-05,5.605160083562804e-07
pickle_list,2.3849702062742987e-06,5.763309588886355e-08
pickle_pure_python,0.00021074886008743004,6.420851359516508e-06
pidigits,0.11544951984736447,0.003140661432752375
pprint_safe_repr,0.565571639558766,0.01474315652855215
pprint_pformat,1.1641691090422683,0.04841163183031228
pyflate,0.30178956949384883,0.01077630258996882
python_startup,0.009650885348091833,0.0002813807459598775
python_startup_no_site,0.0071241661097155885,0.00026047263930187395
raytrace,0.19812595284699153,0.005064424309228842
regex_compile,0.08487957034570476,0.004292271146930934
regex_dna,0.11706123001640663,0.006248310626441405
regex_effbot,0.0022523136434998985,0.00012173515572116886
regex_v8,0.01641729738912545,0.005713379465909771
richards,0.02889595334806169,0.0009715125349705657
richards_super,0.034633552401404206,0.003337122683854768
scimark_fft,0.21113921489644175,0.007369431690371756
scimark_lu,0.08416099404566921,0.0025434952410267014
scimark_monte_carlo,0.04240354018790337,0.0010860179853676068
scimark_sor,0.08910294253340302,0.001979529305144049
scimark_sparse_mat_mult,0.0031975169139817202,0.0001310819611793625
spectral_norm,0.07055037627578713,0.005584876286940222
sqlglot_normalize,0.22748989560447322,0.005653453257871622
sqlglot_optimize,0.042439085218939,0.0019567366552255285
sqlglot_parse,0.0008876162284044161,3.36399920965103e-05
sqlglot_transpile,0.0011409865195067443,4.7296149829678296e-05
sqlite_synth,1.6427881242009335e-06,4.1843635545961975e-08
sympy_expand,0.335501197030923,0.016238882485902943
sympy_integrate,0.014885591760200137,0.0013601064195366082
sympy_sum,0.09583587230493625,0.0036103887709518735
sympy_str,0.18272198675355564,0.007358621804447778
telco,0.006167636795483608,0.000630533770468445
tomli_loads,1.3172720903491912,0.03144186062845645
tornado_http,0.07482708268410837,0.0033601586455581436
typing_runtime_protocols,0.0001405981129854202,1.663402971467384e-05
unpack_sequence,7.459037128162057e-08,2.8336656170270956e-09
unpickle,1.0548625826155937e-05,1.9489557801815965e-07
unpickle_list,3.116954871795012e-06,1.335889064600758e-07
unpickle_pure_python,0.00014452337003907208,4.18936712250462e-06
xml_etree_parse,0.08684385488935126,0.00226548374261333
xml_etree_iterparse,0.06159550840772378,0.001961964664825757
xml_etree_generate,0.06354516565916128,0.0023830079140162008
xml_etree_process,0.04387277435453143,0.001614730872022721
